date,district,crop,temperature_C,precip_mm,wind_m_s,solar_rad_MJ_m2,ETo_mm,real_soil_moisture_mm,generated_irrigated
2024-08-24,Ghaziabad,Rice,29.31,0.76,0.96,17.19,5.587468700310045,50.0,50.0
2024-08-25,Ghaziabad,Rice,28.75,0.38,2.87,18.92,5.592020249388675,39.78797975061133,0.0
2024-08-26,Ghaziabad,Rice,28.34,4.69,3.09,16.68,5.413490561847669,34.06448918876366,0.0
2024-08-27,Ghaziabad,Rice,28.21,2.42,3.28,17.62,5.428676454845871,26.05581273391779,0.0
2024-08-28,Ghaziabad,Rice,28.07,11.14,1.99,16.34,5.33066629577783,26.86514643813996,0.0
2024-08-29,Ghaziabad,Rice,27.75,10.13,2.02,13.06,5.108961036382755,26.886185401757206,0.0
2024-08-30,Ghaziabad,Rice,28.75,2.11,0.67,21.26,5.62063930562804,50.0,50.0
2024-08-31,Ghaziabad,Rice,29.17,0.02,1.65,21.06,5.642937800878456,39.377062199121546,0.0
2024-09-01,Ghaziabad,Rice,29.91,0.07,1.27,19.84,5.65113161658461,28.79593058253694,0.0
2024-09-02,Ghaziabad,Rice,27.22,1.64,1.99,15.87,5.120641301300906,20.315289281236034,0.0
2024-09-03,Ghaziabad,Rice,29.25,4.15,1.52,17.93,5.438241493589691,50.0,50.0
2024-09-04,Ghaziabad,Rice,28.4,10.38,0.9,10.01,4.94140358263358,50.438596417366426,0.0
2024-09-05,Ghaziabad,Rice,28.44,12.8,0.83,17.35,5.276980340384643,52.961616076981784,0.0
2024-09-06,Ghaziabad,Rice,27.31,31.62,1.83,12.74,4.897963896310294,74.68365218067149,0.0
2024-09-07,Ghaziabad,Rice,28.01,9.23,1.14,14.52,5.0461794985905115,73.86747268208097,0.0
2024-09-08,Ghaziabad,Rice,28.99,0.83,0.68,7.54,4.915082797550211,64.78238988453076,0.0
2024-09-09,Ghaziabad,Rice,28.69,6.63,0.76,16.7,5.192199052983797,61.22019083154696,0.0
2024-09-10,Ghaziabad,Rice,30.0,8.65,0.93,16.16,5.289053688279722,59.58113714326724,0.0
2024-09-11,Ghaziabad,Rice,28.44,42.32,1.22,11.51,4.854794283192335,92.04634286007492,0.0
2024-09-12,Ghaziabad,Rice,27.35,59.31,3.38,6.77,4.652449342123258,141.70389351795166,0.0
2024-09-13,Ghaziabad,Rice,27.54,28.41,2.93,6.37,4.648747230512624,160.46514628743904,0.0
2024-09-14,Ghaziabad,Rice,27.08,16.51,2.61,12.75,4.714066503485915,167.2610797839531,0.0
2024-09-15,Ghaziabad,Rice,26.87,1.03,1.96,15.96,4.830505259874228,158.46057452407888,0.0
2024-09-16,Ghaziabad,Rice,26.51,0.0,1.91,18.79,4.905624548727672,148.5549499753512,0.0
2024-09-17,Ghaziabad,Rice,27.04,3.16,1.0,16.47,4.831261312276933,141.88368866307428,0.0
2024-09-18,Ghaziabad,Rice,26.05,32.63,1.81,5.71,4.380260895747928,165.13342776732634,0.0
2024-09-19,Ghaziabad,Rice,27.14,1.16,2.21,12.93,4.623187731083808,156.67024003624252,0.0
2024-09-20,Ghaziabad,Rice,27.8,0.01,0.95,19.54,4.996080424778143,146.68415961146437,0.0
2024-09-21,Ghaziabad,Rice,28.37,0.0,0.98,19.65,5.041015841230085,136.64314377023427,0.0
2024-09-22,Ghaziabad,Rice,29.22,0.0,0.98,19.35,5.095617436268581,126.54752633396569,0.0
2024-09-23,Ghaziabad,Rice,29.32,0.0,1.02,19.45,5.087782637334027,116.45974369663166,0.0
2024-09-24,Ghaziabad,Rice,30.37,0.14,0.46,17.93,5.099700754928272,106.50004294170338,0.0
2024-09-25,Ghaziabad,Rice,28.54,0.67,1.77,13.92,4.681271977272164,97.48877096443123,0.0
2024-09-26,Ghaziabad,Rice,27.38,5.19,1.85,15.9,4.6391655565628005,93.03960540786842,0.0
2024-09-27,Ghaziabad,Rice,26.73,1.06,2.77,15.9,4.54979354867032,84.5498118591981,0.0
2024-09-28,Ghaziabad,Rice,26.14,0.27,2.25,14.58,4.404001070815014,75.41581078838308,0.0
2024-09-29,Ghaziabad,Rice,28.16,0.0,0.94,14.41,4.574415848761151,65.84139493962194,0.0
2024-09-30,Ghaziabad,Rice,27.27,0.0,1.63,17.08,4.592643635301007,56.248751304320926,0.0
2024-10-01,Ghaziabad,Rice,27.23,0.0,1.91,18.53,4.6341696697109125,46.61458163461001,0.0
2024-10-02,Ghaziabad,Rice,27.21,0.0,1.87,20.3,4.691282797604421,36.92329883700559,0.0
2024-10-03,Ghaziabad,Rice,26.92,0.0,1.67,20.88,4.664166629444068,27.25913220756152,0.0
2024-10-04,Ghaziabad,Rice,26.56,0.05,1.35,20.5,4.586077016795922,50.0,50.0
2024-10-05,Ghaziabad,Rice,27.28,0.05,1.58,19.55,4.592823609587217,40.45717639041278,0.0
2024-10-06,Ghaziabad,Rice,26.54,0.0,1.32,18.75,4.457430948270914,30.999745442141872,0.0
2024-10-07,Ghaziabad,Rice,26.26,0.0,1.19,18.87,4.411631800618707,21.588113641523165,0.0
2024-10-08,Ghaziabad,Rice,26.64,0.0,0.88,18.06,4.3889283940745845,50.0,50.0
2024-10-09,Ghaziabad,Rice,26.25,0.0,1.17,17.76,4.313523364934776,40.686476635065226,0.0
2024-10-10,Ghaziabad,Rice,25.34,0.0,1.76,18.62,4.240391784676028,31.446084850389198,0.0
2024-10-11,Ghaziabad,Rice,24.17,0.0,1.62,19.4,4.137079040129903,22.309005810259293,0.0
2024-10-12,Ghaziabad,Rice,24.43,0.0,1.41,18.58,4.10495668161084,50.0,50.0
2024-10-13,Ghaziabad,Rice,24.45,0.0,1.1,16.58,3.9967475818310585,41.00325241816894,0.0
2024-10-14,Ghaziabad,Rice,25.38,0.0,1.49,16.87,4.0754903198948105,31.92776209827413,0.0
2024-10-15,Ghaziabad,Rice,24.78,0.01,1.36,17.96,4.045163120151762,22.89259897812237,0.0
2024-10-16,Ghaziabad,Rice,24.55,0.0,1.28,15.75,3.903439837217941,50.0,50.0
2024-10-17,Ghaziabad,Rice,24.79,0.0,1.29,16.63,3.9432108097070833,41.05678919029292,0.0
2024-10-18,Ghaziabad,Rice,25.25,0.0,1.05,17.86,4.0188198315583,32.037969358734614,0.0
2024-10-19,Ghaziabad,Rice,25.18,0.0,1.29,17.84,3.989448059483799,23.048521299250815,0.0
2024-10-20,Ghaziabad,Rice,25.16,0.0,0.89,16.49,3.9055903387986697,50.0,50.0
2024-10-21,Ghaziabad,Rice,24.92,0.05,0.97,15.15,3.8020238173047103,41.24797618269529,0.0
2024-10-22,Ghaziabad,Rice,24.93,0.0,0.97,14.7,3.761188547543471,32.48678763515182,0.0
2024-10-23,Ghaziabad,Rice,24.6,0.0,1.5,14.35,3.695351653344857,23.791435981806963,0.0
2024-10-24,Ghaziabad,Rice,24.33,0.0,1.97,16.11,3.7294430110963717,50.0,50.0
2024-10-25,Ghaziabad,Rice,24.85,0.0,1.8,16.54,3.773703932119729,41.22629606788027,0.0
2024-10-26,Ghaziabad,Rice,24.5,0.0,1.66,17.02,3.7431857718787067,32.48311029600156,0.0
2024-10-27,Ghaziabad,Rice,24.14,0.0,1.28,17.22,3.699739747240092,23.78337054876147,0.0
2024-10-28,Ghaziabad,Rice,24.25,0.0,1.73,16.34,3.651200265440304,50.0,50.0
2024-10-29,Ghaziabad,Rice,25.41,0.0,1.36,16.16,3.7234759486402313,41.27652405135977,0.0
2024-10-30,Ghaziabad,Rice,26.67,0.0,1.17,16.44,3.8241780524901414,32.45234599886963,0.0
2024-10-31,Ghaziabad,Rice,25.63,0.0,1.77,16.23,3.705269881533095,23.747076117336537,0.0
2024-11-01,Ghaziabad,Wheat,24.15,0.0,1.97,15.6,3.5324774888317494,214.98928384533792,0.0
2024-11-02,Ghaziabad,Wheat,23.87,0.0,1.19,14.54,3.44396109861497,211.54532274672295,0.0
2024-11-03,Ghaziabad,Wheat,23.81,0.0,0.96,13.89,3.392026956423139,208.1532957902998,0.0
2024-11-04,Ghaziabad,Wheat,22.93,0.0,0.95,12.42,3.2385042070397896,204.91479158326,0.0
2024-11-05,Ghaziabad,Wheat,22.69,0.0,1.25,12.1,3.188096476798348,201.72669510646168,0.0
2024-11-06,Ghaziabad,Wheat,22.81,0.0,1.06,11.43,3.1508628899825846,198.57583221647909,0.0
2024-11-07,Ghaziabad,Wheat,22.78,0.0,1.18,10.6,3.094773366495019,195.48105884998407,0.0
2024-11-08,Ghaziabad,Wheat,23.16,0.0,1.26,11.05,3.1274140802746,192.35364476970946,0.0
2024-11-09,Ghaziabad,Wheat,23.17,0.0,1.82,12.12,3.159480548427882,189.19416422128157,0.0
2024-11-10,Ghaziabad,Wheat,23.65,0.0,1.42,11.01,3.130225207719625,186.06393901356194,0.0
2024-11-11,Ghaziabad,Wheat,23.76,0.0,1.07,10.94,3.1193708307438515,182.94456818281807,0.0
2024-11-12,Ghaziabad,Wheat,23.21,0.0,1.44,12.82,3.1458491804141624,179.7987190024039,0.0
2024-11-13,Ghaziabad,Wheat,22.04,0.0,1.34,8.93,2.87170876224585,225.0,70.0
2024-11-14,Ghaziabad,Wheat,22.31,0.0,1.04,11.02,2.9696438786470285,222.03035612135298,0.0
2024-11-15,Ghaziabad,Wheat,22.05,0.0,1.58,12.44,2.997348535851815,219.03300758550117,0.0
2024-11-16,Ghaziabad,Wheat,21.45,0.0,1.59,11.43,2.896049862225002,216.13695772327617,0.0
2024-11-17,Ghaziabad,Wheat,21.13,0.0,1.37,11.05,2.843294648222553,213.29366307505362,0.0
2024-11-18,Ghaziabad,Wheat,19.08,0.0,1.44,8.18,2.563943970226914,210.7297191048267,0.0
2024-11-19,Ghaziabad,Wheat,18.59,0.0,1.65,9.48,2.571504873108325,208.15821423171838,0.0
2024-11-20,Ghaziabad,Wheat,18.65,0.0,1.37,11.3,2.6371593932341955,205.5210548384842,0.0
2024-11-21,Ghaziabad,Wheat,18.98,0.0,1.28,12.03,2.6787812138433758,202.84227362464082,0.0
2024-11-22,Ghaziabad,Wheat,18.87,0.0,1.31,10.72,2.608291474475297,200.23398215016553,0.0
2024-11-23,Ghaziabad,Wheat,18.68,0.0,1.32,10.48,2.574952248475452,197.65902990169008,0.0
2024-11-24,Ghaziabad,Wheat,19.16,0.0,1.9,12.84,2.692189854095052,194.966840047595,0.0
2024-11-25,Ghaziabad,Wheat,17.93,0.0,1.92,11.25,2.5326902452053877,192.4341498023896,0.0
2024-11-26,Ghaziabad,Wheat,17.53,0.0,1.84,12.55,2.54431093453988,189.88983886784973,0.0
2024-11-27,Ghaziabad,Wheat,17.98,0.0,1.57,12.29,2.558131790188463,187.33170707766126,0.0
2024-11-28,Ghaziabad,Wheat,18.53,0.0,1.12,12.55,2.5989045118046765,184.7328025658566,0.0
2024-11-29,Ghaziabad,Wheat,18.3,0.0,1.15,12.14,2.5587114938628397,182.17409107199376,0.0
2024-11-30,Ghaziabad,Wheat,17.7,0.0,1.56,11.98,2.502564584296092,179.67152648769766,0.0
2024-12-01,Ghaziabad,Wheat,17.19,0.0,1.29,12.51,2.4790748731271397,225.0,70.0
2024-12-02,Ghaziabad,Wheat,19.09,0.0,1.3,13.16,2.631642310406242,222.36835768959375,0.0
2024-12-03,Ghaziabad,Wheat,19.33,0.0,1.42,13.19,2.6431119946767745,219.72524569491696,0.0
2024-12-04,Ghaziabad,Wheat,18.25,0.0,2.67,13.97,2.5890729740516654,217.1361727208653,0.0
2024-12-05,Ghaziabad,Wheat,16.13,0.0,2.23,14.66,2.455239421275415,214.68093329958987,0.0
2024-12-06,Ghaziabad,Wheat,16.31,0.0,2.06,13.88,2.4358737602083487,212.24505953938151,0.0
2024-12-07,Ghaziabad,Wheat,16.12,0.0,1.21,13.79,2.4143935766534095,209.83066596272812,0.0
2024-12-08,Ghaziabad,Wheat,14.81,0.03,2.01,11.13,2.2259108625458053,207.6347551001823,0.0
2024-12-09,Ghaziabad,Wheat,13.93,0.07,1.49,11.94,2.1894479794913466,205.51530712069095,0.0
2024-12-10,Ghaziabad,Wheat,12.7,0.0,2.49,12.9,2.132027320578986,203.38327980011195,0.0
2024-12-11,Ghaziabad,Wheat,12.36,0.0,2.11,14.01,2.1399283865384766,201.24335141357346,0.0
2024-12-12,Ghaziabad,Wheat,11.45,0.0,2.08,13.64,2.0617582344903793,199.18159317908308,0.0
2024-12-13,Ghaziabad,Wheat,12.23,0.0,3.47,13.64,2.1145198945421164,197.06707328454095,0.0
2024-12-14,Ghaziabad,Wheat,11.82,0.0,2.56,14.39,2.1065282144506643,194.9605450700903,0.0
2024-12-15,Ghaziabad,Wheat,12.42,0.0,1.31,13.37,2.1160469189341327,192.84449815115616,0.0
2024-12-16,Ghaziabad,Wheat,13.8,0.0,1.35,12.3,2.1762206431577082,190.66827750799845,0.0
2024-12-17,Ghaziabad,Wheat,15.19,0.0,0.86,11.71,2.2504937434333985,188.41778376456506,0.0
2024-12-18,Ghaziabad,Wheat,13.99,0.0,1.13,10.28,2.1194142639270797,186.298369500638,0.0
2024-12-19,Ghaziabad,Wheat,13.91,0.0,1.22,10.19,2.110805559787901,184.18756394085008,0.0
2024-12-20,Ghaziabad,Wheat,14.24,0.0,1.03,9.9,2.122847509956501,182.06471643089358,0.0
2024-12-21,Ghaziabad,Wheat,14.06,0.0,1.52,10.26,2.123918980424381,179.9407974504692,0.0
2024-12-22,Ghaziabad,Wheat,15.63,0.0,1.04,10.08,2.2229900258892195,225.0,70.0
2024-12-23,Ghaziabad,Wheat,13.26,0.1,1.28,4.61,1.9297156820742536,223.17028431792573,0.0
2024-12-24,Ghaziabad,Wheat,15.63,0.17,1.21,4.97,2.0788487410710106,221.26143557685472,0.0
2024-12-25,Ghaziabad,Wheat,15.14,0.03,1.27,7.08,2.085196006396574,219.20623957045814,0.0
2024-12-26,Ghaziabad,Wheat,16.27,0.06,0.88,8.3,2.20626451662041,217.05997505383772,0.0
2024-12-27,Ghaziabad,Wheat,17.27,9.51,2.01,1.38,2.189410176505453,224.38056487733226,0.0
2024-12-28,Ghaziabad,Wheat,15.2,6.09,1.75,1.7,2.0636944479964696,225.0,0.0
2024-12-29,Ghaziabad,Wheat,14.42,0.08,2.52,6.82,2.041451850491597,223.03854814950842,0.0
2024-12-30,Ghaziabad,Wheat,12.35,0.0,2.36,5.19,1.8930079741812424,221.14554017532717,0.0
2024-12-31,Ghaziabad,Wheat,11.62,0.0,1.26,6.21,1.8513975257762474,219.29414264955093,0.0
2015-01-01,Meerut,Wheat,15.54,0.0,1.14,7.78,2.139814104158657,222.86018589584134,0.0
2015-01-02,Meerut,Wheat,16.4,4.1,1.06,3.06,2.1376157352290157,224.82257016061232,0.0
2015-01-03,Meerut,Wheat,14.3,11.06,1.0,4.97,2.011771814317888,225.0,0.0
2015-01-04,Meerut,Wheat,13.26,0.04,2.46,7.59,2.0007446802041913,223.0392553197958,0.0
2015-01-05,Meerut,Wheat,12.96,0.03,4.19,12.95,2.1659268437680854,220.90332847602772,0.0
2015-01-06,Meerut,Wheat,13.06,0.0,2.56,9.12,2.05172678968962,218.8516016863381,0.0
2015-01-07,Meerut,Wheat,12.35,0.0,2.11,6.11,1.9135472048532043,216.9380544814849,0.0
2015-01-08,Meerut,Wheat,11.89,0.0,2.17,5.62,1.8911431467745747,215.04691133471033,0.0
2015-01-09,Meerut,Wheat,11.12,0.0,1.77,7.19,1.877504826641746,213.1694065080686,0.0
2015-01-10,Meerut,Wheat,10.92,0.0,2.41,11.09,1.9952680757508474,211.17413843231773,0.0
2015-01-11,Meerut,Wheat,11.67,0.0,2.25,8.26,1.9625354245406434,209.2116030077771,0.0
2015-01-12,Meerut,Wheat,12.05,0.0,1.67,7.91,1.9833294317070334,207.22827357607005,0.0
2015-01-13,Meerut,Wheat,12.23,0.0,1.57,9.49,2.0560542675668136,205.17221930850323,0.0
2015-01-14,Meerut,Wheat,11.24,2.34,1.53,4.77,1.8966548562084085,205.61556445229482,0.0
2015-01-15,Meerut,Wheat,11.57,0.0,1.61,9.94,2.0413207766636785,203.57424367563115,0.0
2015-01-16,Meerut,Wheat,12.7,0.0,1.55,11.06,2.1658038487238462,201.4084398269073,0.0
2015-01-17,Meerut,Wheat,13.29,0.0,2.23,11.38,2.2276354759251284,199.18080435098219,0.0
2015-01-18,Meerut,Wheat,12.8,0.0,2.13,10.6,2.1760111539376723,197.0047931970445,0.0
2015-01-19,Meerut,Wheat,12.82,0.0,1.66,8.79,2.1257192054797778,194.87907399156472,0.0
2015-01-20,Meerut,Wheat,12.04,0.0,1.14,7.37,2.0330075459444457,192.84606644562027,0.0
2015-01-21,Meerut,Wheat,13.47,2.61,1.34,8.36,2.176082307555255,193.27998413806503,0.0
2015-01-22,Meerut,Wheat,12.27,6.15,1.42,1.79,2.0471456225136127,197.3828385155514,0.0
2015-01-23,Meerut,Wheat,13.25,2.72,1.27,9.57,2.22431407808052,197.8785244374709,0.0
2015-01-24,Meerut,Wheat,13.51,0.0,1.96,7.97,2.1976509942825007,195.6808734431884,0.0
2015-01-25,Meerut,Wheat,12.41,0.0,1.68,8.52,2.150364419455805,193.5305090237326,0.0
2015-01-26,Meerut,Wheat,12.3,3.04,0.86,6.66,2.09810385154771,194.4724051721849,0.0
2015-01-27,Meerut,Wheat,12.88,0.0,2.09,8.87,2.219125244784992,192.2532799273999,0.0
2015-01-28,Meerut,Wheat,10.91,0.0,2.17,12.32,2.196851599003285,190.0564283283966,0.0
2015-01-29,Meerut,Wheat,10.47,0.0,2.23,15.11,2.2576906752817485,187.79873765311487,0.0
2015-01-30,Meerut,Wheat,11.47,0.0,2.98,16.67,2.396465563561925,185.40227208955295,0.0
2015-01-31,Meerut,Wheat,12.64,0.0,2.56,16.11,2.4876825008272676,182.91458958872568,0.0
2015-02-01,Meerut,Wheat,15.02,0.0,1.21,14.24,2.632510419086846,180.28207916963882,0.0
2015-02-02,Meerut,Wheat,15.9,0.11,1.86,12.01,2.6374182044429646,177.75466096519588,0.0
2015-02-03,Meerut,Wheat,15.66,2.13,2.68,13.42,2.683947926762685,225.0,70.0
2015-02-04,Meerut,Wheat,14.43,0.45,2.31,10.8,2.507981110557968,222.942018889442,0.0
2015-02-05,Meerut,Wheat,13.69,0.0,2.15,17.22,2.67880213662593,220.26321675281608,0.0
2015-02-06,Meerut,Wheat,14.26,0.0,1.36,16.63,2.7227658930676037,217.54045085974846,0.0
2015-02-07,Meerut,Wheat,16.51,0.0,1.22,15.03,2.872913756389257,214.6675371033592,0.0
2015-02-08,Meerut,Wheat,17.21,0.0,1.85,14.42,2.9255113808619595,211.74202572249723,0.0
2015-02-09,Meerut,Wheat,16.17,0.0,2.17,16.61,2.9324728268116695,208.80955289568556,0.0
2015-02-10,Meerut,Wheat,15.37,0.0,2.19,17.01,2.8931195430752785,205.91643335261028,0.0
2015-02-11,Meerut,Wheat,15.1,0.0,1.63,15.59,2.837196568664995,203.07923678394528,0.0
2015-02-12,Meerut,Wheat,14.98,0.0,2.1,15.61,2.8436639399535455,200.23557284399172,0.0
2015-02-13,Meerut,Wheat,15.99,0.0,2.34,17.88,3.027446017483642,197.20812682650808,0.0
2015-02-14,Meerut,Wheat,19.16,0.0,1.42,17.43,3.313042835864177,193.8950839906439,0.0
2015-02-15,Meerut,Wheat,20.2,0.0,1.25,16.8,3.400817316078464,190.49426667456544,0.0
2015-02-16,Meerut,Wheat,19.28,0.0,1.82,14.02,3.2285880300381335,187.2656786445273,0.0
2015-02-17,Meerut,Wheat,19.72,0.0,0.97,15.62,3.3499447285696378,183.91573391595767,0.0
2015-02-18,Meerut,Wheat,20.52,0.0,1.1,14.42,3.392245992800022,180.52348792315766,0.0
2015-02-19,Meerut,Wheat,21.9,0.02,1.36,15.76,3.5915299411548904,176.95195798200277,0.0
2015-02-20,Meerut,Wheat,21.28,3.18,1.34,16.76,3.5968946726339315,176.53506330936884,0.0
2015-02-21,Meerut,Wheat,21.59,0.0,2.77,17.31,3.6687339912782835,225.0,70.0
2015-02-22,Meerut,Wheat,21.88,0.0,3.28,18.88,3.7810304431715176,221.21896955682848,0.0
2015-02-23,Meerut,Wheat,20.8,0.0,1.42,17.13,3.628830544141421,217.59013901268708,0.0
2015-02-24,Meerut,Wheat,21.35,0.0,1.13,12.47,3.5054088653650752,214.084730147322,0.0
2015-02-25,Meerut,Wheat,20.75,2.38,1.88,11.68,3.4382268667954463,213.02650328052655,0.0
2015-02-26,Meerut,Wheat,15.96,0.26,1.68,18.9,3.2899968622573805,209.99650641826918,0.0
2015-02-27,Meerut,Wheat,16.11,0.19,1.62,19.84,3.355583752030135,206.83092266623905,0.0
2015-02-28,Meerut,Wheat,18.12,0.56,1.15,17.46,3.485510413003792,203.90541225323526,0.0
2015-03-01,Meerut,Wheat,15.92,34.12,4.2,3.92,2.9648846047209796,225.0,0.0
2015-03-02,Meerut,Wheat,16.48,31.16,2.68,9.87,3.0779902644021253,225.0,0.0
2015-03-03,Meerut,Wheat,15.76,4.36,1.5,12.82,3.142802432084482,225.0,0.0
2015-03-04,Meerut,Wheat,15.38,0.01,2.2,20.05,3.38048174510914,221.62951825489085,0.0
2015-03-05,Meerut,Wheat,16.7,0.02,1.58,20.74,3.5580388648044567,218.09147939008642,0.0
2015-03-06,Meerut,Wheat,18.03,0.1,1.94,19.83,3.6812290928485463,214.51025029723786,0.0
2015-03-07,Meerut,Wheat,19.52,2.9,1.27,14.39,3.639098969687345,213.7711513275505,0.0
2015-03-08,Meerut,Wheat,19.73,2.61,1.68,16.2,3.753137651628522,212.628013675922,0.0
2015-03-09,Meerut,Wheat,15.77,3.02,2.3,21.02,3.544473695382068,212.10353998053995,0.0
2015-03-10,Meerut,Wheat,16.69,0.0,2.42,22.51,3.712412852808648,208.3911271277313,0.0
2015-03-11,Meerut,Wheat,18.09,0.0,1.85,21.3,3.8383289639806923,204.5527981637506,0.0
2015-03-12,Meerut,Wheat,20.4,0.0,1.92,20.38,4.069716437765577,200.48308172598502,0.0
2015-03-13,Meerut,Wheat,21.16,0.06,1.19,12.93,3.8597896616507037,196.68329206433432,0.0
2015-03-14,Meerut,Wheat,21.55,0.58,0.99,12.69,3.90837344097018,193.35491862336417,0.0
2015-03-15,Meerut,Wheat,19.15,3.95,3.23,5.12,3.556216955101295,193.74870166826287,0.0
2015-03-16,Meerut,Wheat,18.99,4.87,2.15,17.9,3.9014911636743497,194.71721050458854,0.0
2015-03-17,Meerut,Wheat,19.91,0.0,2.61,21.57,4.163245996237763,190.55396450835076,0.0
2015-03-18,Meerut,Wheat,19.58,0.0,3.18,22.53,4.182978668059177,186.37098584029158,0.0
2015-03-19,Meerut,Wheat,20.12,0.0,2.08,23.4,4.296566831568367,182.07441900872323,0.0
2015-03-20,Meerut,Wheat,21.86,0.0,1.96,23.04,4.49965910303046,177.57475990569276,0.0
2015-03-21,Meerut,Wheat,23.21,0.0,2.07,22.58,4.6545389231287775,225.0,70.0
2015-03-22,Meerut,Wheat,24.59,0.0,2.86,22.81,4.842606945067708,220.1573930549323,0.0
2015-03-23,Meerut,Wheat,24.99,0.0,2.52,23.18,4.9259762392117725,215.23141681572054,0.0
2015-03-24,Meerut,Wheat,26.36,0.0,1.46,24.01,5.142979426158606,210.08843738956193,0.0
2015-03-25,Meerut,Wheat,27.39,0.0,0.98,22.14,5.198937525242393,204.88949986431953,0.0
2015-03-26,Meerut,Wheat,27.24,0.0,1.59,21.19,5.159356683373065,199.73014318094647,0.0
2015-03-27,Meerut,Wheat,27.43,0.01,2.32,22.75,5.275964356663968,194.4641788242825,0.0
2015-03-28,Meerut,Wheat,26.7,0.0,2.01,24.44,5.288941347443129,189.17523747683936,0.0
2015-03-29,Meerut,Wheat,23.86,4.42,2.57,9.97,4.333130049790044,189.2621074270493,0.0
2015-03-30,Meerut,Wheat,20.6,8.42,2.9,18.72,4.371590400939897,193.31051702610938,0.0
2015-03-31,Meerut,Wheat,24.23,0.05,1.53,21.55,4.929788328732588,188.4307286973768,0.0
2015-04-01,Meerut,Wheat,26.29,0.42,1.21,20.62,5.148640260337818,183.70208843703895,0.0
2015-04-02,Meerut,Wheat,26.88,0.41,1.33,22.75,5.33698386955509,178.77510456748385,0.0
2015-04-03,Meerut,Wheat,24.0,8.09,2.12,16.22,4.720931075944478,182.1441734915394,0.0
2015-04-04,Meerut,Wheat,20.12,15.16,0.96,15.96,4.288427890257905,193.01574560128148,0.0
2015-04-05,Meerut,Wheat,22.77,0.01,1.18,24.32,4.965428986893094,188.06031661438837,0.0
2015-04-06,Meerut,Wheat,23.75,0.0,1.83,24.36,5.105019094995801,182.95529751939256,0.0
2015-04-07,Meerut,Wheat,24.98,0.25,1.12,20.42,5.09884681780654,178.10645070158603,0.0
2015-04-08,Meerut,Wheat,24.56,0.48,1.8,24.45,5.2442683752202255,225.0,70.0
2015-04-09,Meerut,Wheat,24.56,0.05,2.63,26.76,5.361147585786352,219.68885241421367,0.0
2015-04-10,Meerut,Wheat,25.56,0.0,2.49,26.52,5.494972331568636,214.19388008264502,0.0
2015-04-11,Meerut,Wheat,28.04,0.0,1.19,23.84,5.702342276706008,208.491537805939,0.0
2015-04-12,Meerut,Wheat,26.7,1.8,0.91,12.12,4.985630794673527,205.30590701126548,0.0
2015-04-13,Meerut,Wheat,25.06,1.62,1.62,17.2,5.062516300302119,201.86339071096336,0.0
2015-04-14,Meerut,Wheat,25.48,1.57,1.04,21.53,5.3298285065024675,198.10356220446087,0.0
2015-04-15,Meerut,Wheat,27.05,2.12,0.96,21.63,5.544628744173883,194.678933460287,0.0
2015-04-16,Meerut,Wheat,27.0,0.58,1.71,15.88,5.276113933143942,189.98281952714308,0.0
2015-04-17,Meerut,Wheat,27.35,0.1,3.57,24.34,5.742228817926993,184.3405907092161,0.0
2015-04-18,Meerut,Wheat,29.82,0.0,3.18,24.4,6.076231070792095,178.264359638424,0.0
2015-04-19,Meerut,Wheat,31.62,0.0,1.84,25.15,6.361309441438217,225.0,70.0
2015-04-20,Meerut,Wheat,31.1,0.09,2.11,22.73,6.188323662616534,218.90167633738346,0.0
2015-04-21,Meerut,Wheat,30.43,0.0,2.34,24.2,6.193543329955355,212.7081330074281,0.0
2015-04-22,Meerut,Wheat,29.31,0.0,2.9,27.22,6.210927525327275,206.49720548210084,0.0
2015-04-23,Meerut,Wheat,30.59,0.0,1.69,26.97,6.3830685822673825,200.11413689983345,0.0
2015-04-24,Meerut,Wheat,33.37,0.0,0.91,26.54,6.743590002986853,193.3705468968466,0.0
2015-04-25,Meerut,Wheat,32.0,0.0,1.5,26.88,6.595696840612487,186.77485005623413,0.0
2015-04-26,Meerut,Wheat,28.49,0.09,2.87,25.33,6.071396475630294,180.79345358060385,0.0
2015-04-27,Meerut,Wheat,29.74,2.86,2.47,23.66,6.167035502054525,177.48641807854935,0.0
2015-04-28,Meerut,Wheat,31.3,0.2,1.77,23.56,6.378397744346591,225.0,70.0
2015-04-29,Meerut,Wheat,31.55,0.13,1.47,25.47,6.522600134726365,218.60739986527363,0.0
2015-04-30,Meerut,Wheat,31.74,0.0,1.89,25.59,6.567478111894824,212.03992175337882,0.0
2015-05-01,Meerut,None,31.32,1.63,1.0,25.17,6.503705087447694,212.03992175337882,0.0
2015-05-02,Meerut,None,30.64,0.15,1.97,25.84,6.459840042996559,212.03992175337882,0.0
2015-05-03,Meerut,None,31.1,0.0,1.59,26.52,6.567829491307861,212.03992175337882,0.0
2015-05-04,Meerut,None,31.74,0.0,1.7,27.72,6.7267812305989105,212.03992175337882,0.0
2015-05-05,Meerut,None,31.75,0.0,2.06,26.76,6.6917038582005235,212.03992175337882,0.0
2015-05-06,Meerut,None,32.88,0.0,3.27,27.0,6.868734951622529,212.03992175337882,0.0
2015-05-07,Meerut,None,33.66,0.0,2.98,26.45,6.957298337710693,212.03992175337882,0.0
